Property,Name,Value,Raw_value,Unit,Extracted_name,Specifier
Capacity,LiCoPO4,123,123,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5O12 ,170,~ 170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,Lithium manganese oxide,607,607,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,MoS2 / Li7P3S11 ,238.1,238.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Mo': '1.0', 'S': '2.0'}, {'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",capacity
Capacity,LiFePO4,223.9,and 223.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,LiMnPO4,153,153,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiVPO4F,150,120  E150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",reversible capacity
Capacity,Li / LiFePO4,78.3,78.3 and 116.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4 / C nanoparticles,75,"150 , 120 , 110 , 100 and 75",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li1−x[Ni0.5Mn1.5]O4 ,138,138,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1-x', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,LiMn2O4,85,"85 , 109 and 126",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacities
Capacity,LiMn2O4,107,107,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li2C8H4O4,150,300 and 150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'C': '8.0', 'H': '4.0', 'O': '4.0'}]",reversible capacities
Capacity,Li / LiClO4 / PDTTA,422,422,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",capacity
Capacity,LiNiO2,200,to 200,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",specific capacity
Capacity,LiMn2O4,103,103,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",reversible capacity
Capacity,LiMn2O4,7,7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiFe2P2O7 pyrophosphate,110.4,110.4 to 128.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '2.0', 'P': '2.0', 'O': '7.0'}]",specific capacity
Capacity,LiNixMnyCo1-x-yO2,213.5,213.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': 'x', 'Mn': 'y', 'Co': '-x-y+1', 'O': '2.0'}]",discharge capacity
Capacity,LiFePO4,161.2,"114.6 , 144.8 , 153.2 , 161.2 and 159.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2MnP2O7 / C ,72,72,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'P': '2.0', 'O': '7.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li2O,350,350,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'O': '1.0'}]",
Capacity,70Li2S·30P2S5,2657,2657,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",discharge capacity
Capacity,LiMnPO4 / C,110.7,110.7 and 77.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiCoO2,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,LiMn2O4,140,140  E170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",specific capacity
Capacity,LiNiO2,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",
Capacity,LiFePO4,146.5,146.5 and 145.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2FeSiO4,180.6,180.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",
Capacity,Polyvinylidene fluoride,1040,"817 , 1040 and 1322",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",discharge capacities
Capacity,Li / Li4Ti5O12,160.9,160.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",charge capacity
Capacity,LiMn2O4,135,135 and 121,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",charge and discharge capacities
Capacity,Li0.1NiO2 ,293,293,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.1', 'Ni': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Li1.18Ni0.15Co0.15Mn0.52O2 ,252,252,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.18', 'Ni': '0.15', 'Co': '0.15', 'Mn': '0.52', 'O': '2.0'}]",discharge capacity
Capacity,LiV3O8,234,"356.2 , 273.6 , and 234.0",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",discharge capacity
Capacity,LiMn2O4,124.5,124.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,Li2ZnTi3O8,227.6,227.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",discharge capacity
Capacity,LiCoO2,120,120  E150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiMnPO4,90,90,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12 ,117,133 and 117,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacities
Capacity,LiNi0.5Mn1.5O4 ,168,168 and 137,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",charge and discharge capacities
Capacity,LiV2.9Ni0.050Mn0.050O8,295,295,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '2.9', 'Ni': '0.05', 'Mn': '0.05', 'O': '8.0'}]",discharge capacity
Capacity,Silica,121.5,121.5 to 105.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiMn2O4,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,LiFePO4 / Li,131,131,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Li': '1.0'}]",specific capacity
Capacity,LiFe0.2Mn0.8PO4 / Li4Ti5O12,58,58 and 40,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.2', 'Mn': '0.8', 'P': '1.0', 'O': '4.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiMn2O4,125,125,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFe1-xCuxPO4 / C,130.6,"116.9 , 135.1 , 150.2 , 152.1 , 130.6 and 121.9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1-x', 'Cu': 'x', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",capacities
Capacity,LiFePO4,144.8,"114.6 , 144.8 , 153.2 , 161.2 and 159.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMn2O4,110,∼ 110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li2ZnTi2.9Al0.1O8,129.6,"177.5 , 162.1 , 129.6 , and 69.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '2.9', 'Al': '0.1', 'O': '8.0'}]",discharge capacities
Capacity,LiFePO4 / C-LaPO4,115.1,115.1 and 79.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,LiFePO4 / Li,145,"145 , 133 , 123 , and 110",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Li': '1.0'}]",discharge capacities
Capacity,LiI @ MCP-30,167.8,167.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'I': '1.0'}]",
Capacity,LiNi0.5Mn1.5O4,118,118 to 29,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",capacity
Capacity,Li6PS5Cl,75,75,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '6.0', 'P': '1.0', 'S': '5.0', 'Cl': '1.0'}]",discharge capacity
Capacity,LiFe0.96Ni0.04PO4 / C,108,"35 , 67 , 108 , 119 , and 138",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.96', 'Ni': '0.04', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",capacities
Capacity,Li1.2C6–Li1.6C6,450,450  E600,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'C': '6.0'}]",
Capacity,Li2MnSiO4 @ C ,290,290,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",specific capacity
Capacity,LiFeO2,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'O': '2.0'}]",reversible specific capacity
Capacity,LiCoO2,84,84,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacities
Capacity,LiMn2O4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiCoO2,1550,1550,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiMn2O4 / / LiTi2(PO4)3,40,40,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}, {'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",capacity
Capacity,Li2.97Na0.03V2(PO4)3 / C,160.5,"153.4 , 160.5 , 173.1 and 156.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.97', 'Na': '0.03', 'V': '2.0'}, {'C': '1.0'}]",discharge capacities
Capacity,Li1.1Ni0.235Mn0.735Cr0.03O2.3,271.7,271.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.1', 'Ni': '0.235', 'Mn': '0.735', 'Cr': '0.03', 'O': '2.3'}]",discharge capacity
Capacity,Li2ZnTi3O8 / C ,339.5,and 339.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}, {'C': '1.0'}]",
Capacity,LiCoO2,300,< 300,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,Li2MnSiO4,300,> 300,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,Li1.2Ni0.2Mn0.6O2,200,200 and 150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",charge and discharge capacities
Capacity,Li2.6ZnP2,875,875,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.6', 'Zn': '1.0', 'P': '2.0'}]",
Capacity,Li2CuO2,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Cu': '1.0', 'O': '2.0'}]",reversible capacity
Capacity,LiMn2O4,101.9,"121.3 , 116.7 , 110.9 , 107.4 , 101.9 and 96.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacities
Capacity,LixNi0.5Co0.5O2,9.5,9.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'Ni': '0.5', 'Co': '0.5', 'O': '2.0'}]",
Capacity,Li2S6,852,"1259 , 963 , 852 , and 786",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '6.0'}]",discharge capacities
Capacity,Li3V2(PO4)3,169,169 and 98.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",discharge capacities
Capacity,LiFePO4,118,"160 , 150 , 134 , 128 , 118 and 106",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFeSO4F,20,20,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'O': '4.0', 'F': '1.0'}]",
Capacity,Li4Ti5O12,128.8,"159.5 , 151.1 , 128.8 and 108.9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",charge specific capacities
Capacity,Li4Ti5O12 ,171.6,171.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiFePO4 / Li,123,123,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Li': '1.0'}]",
Capacity,LiPF6,200,∼ 200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",capacity
Capacity,Li / LiCF3SO3-LiNO3-TEGDME / LiFePO4,99,"166 , 148 , 130 , 120 , 99 , and 73",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'C': '1.0', 'F': '3.0', 'S': '1.0', 'O': '3.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4,145,145,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiPF6,59,59,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",discharge capacity
Capacity,LiMn2O4,106.4,106.4 to 45.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiFePO4,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LCO / Li,124.9,"145.1 , 144.4 , 140.8 , 135.1 , 129.9 , 124.9 , and 120.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}, {'Li': '1.0'}]",reversible specific capacity
Capacity,LiFePO4,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiFePO4 / C,128.3,138.4 and 128.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiCoO2,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiCoO2,646,911.2 and 646.0,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li4Ti5O12,188.2,178.3 and 188.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacities
Capacity,LiMn2O4,113,113,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,LiNi1 / 3Co1 / 3Mn1 / 3O2,162.9,"29.3 , 127.4 , 139.8 and 162.9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",discharge capacity
Capacity,Li[CrTi]O4 ,153,153,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Cr': '1.0', 'Ti': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4,141,"165 , 163 , 156 , 141 and 123",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li3V1.8Mg0.30(PO4)3 / C,118,118,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.8', 'Mg': '0.3'}, {'C': '1.0'}]",discharge capacity
Capacity,LiCoO2,184.7,184.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li2CO3,370,370,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'C': '1.0', 'O': '3.0'}]",
Capacity,LiFePO4,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li3V1.98Sn0.02(PO4)3 / C,117.2,"122.7 , 121.6 , 121.2 , 120 , and 117.2",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.98', 'Sn': '0.02'}, {'C': '1.0'}]",discharge capacities
Capacity,Li3V2(PO4)3,100,and 100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",capacity
Capacity,Li2S,440,440,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",capacity
Capacity,Li3VO4 / graphite,203,278 and 203,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",capacities
Capacity,LiFePO4 / C ,127.3,"157.6 , 149.4 , 140 , 130.2 , 127.3 and 122.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Na2Li2Ti6O14,75.2,75.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '2.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",reversible capacity
Capacity,Li3P,2596,2596,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'P': '1.0'}]",
Capacity,LiFePO4,82,82,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFePO4 / C ,154,"155 , 154 , 151 , 148 , 140 and 130",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacities
Capacity,Li3V2(PO4)3,184.2,184.2 and 165.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",
Capacity,Li2Na2Ti6O14 @ Cu / C,96.8,96.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Na': '2.0', 'Ti': '6.0', 'O': '14.0', 'Cu': '1.0'}, {'C': '1.0'}]",
Capacity,Li4Sn,140,140  E200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Sn': '1.0'}]",
Capacity,Polyvinylidene fluoride,730,730,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",
Capacity,LiMn2O4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",theoretical capacity
Capacity,Li(Li0.033Mn1.967)O4,90.5,"95.8 , 91.6 and 90.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.033', 'Mn': '1.967', 'O': '4.0'}]",discharge capacity
Capacity,Li[Ni0.5Mn0.5]O2,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",discharge capacity
Capacity,LiFePO4,200,< 200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacities
Capacity,LiFePO4 ,155,∼ 155,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,Li1.2Mn0.585Ni0.185Fe0.03O2,261.6,261.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'Mn': '0.585', 'Ni': '0.185', 'Fe': '0.03', 'O': '2.0'}]",discharge capacity
Capacity,Li2Te,420,420,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Te': '1.0'}]",capacity
Capacity,LiFePO4,152,and 152,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge and charge capacities
Capacity,LiMn2O4,65.1,65.1 and 30.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiFePO4–Li3V2(PO4)3,142.5,"142.5 , 138.4 and 123.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4 / C(AB),141,141 and 145,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,Li2FeSiO4,81,81,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiCoO2,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",specific capacity
